participant number,block,trial,item nr,value on left,probability on left,value on right,probability on right,chosen,RT,confidence,confidence RT
205,4,9,90,9,25,1,40,1,4955,76.25,643
205,4,10,91,9,25,1,75,1,3316,90,980
205,4,11,92,3,60,4,10,1,3123,100,940
205,4,12,93,6,90,9,25,1,3081,100,1497
205,4,13,94,1,40,3,60,2,2457,100,1582
205,4,14,95,1,75,6,25,2,3622,22.5,724
205,4,15,96,1,75,9,60,2,1974,100,1020
205,4,16,97,4,75,6,25,1,4600,100,1049
205,4,17,98,1,40,3,90,2,2126,100,1015
205,4,18,99,1,75,3,90,2,2912,100,1986
205,4,19,100,9,25,3,90,1,10628,51.25,3547
205,4,20,101,4,10,3,90,2,2075,100,1050
205,4,21,102,1,75,9,25,2,3546,52.5,1533
205,4,22,103,9,25,6,90,2,2553,93.75,1325
205,4,23,104,7,40,9,25,1,8361,88.75,1083
205,4,24,105,1,40,9,25,2,2126,53.75,1318
205,4,25,106,6,25,9,60,2,2193,100,1118
205,4,26,107,9,60,3,90,1,3878,46.25,649
205,4,27,108,3,90,1,75,1,2751,100,895
206,1,1,1,7,10,6,25,2,1845,100,1666
206,1,2,2,3,60,1,75,1,2806,72.5,2578
206,1,3,3,1,40,7,10,2,3094,60,1194
206,1,4,4,3,60,7,10,1,3470,63.75,2039
206,1,5,5,3,60,6,90,2,2586,96.25,1797
206,1,6,6,4,75,6,25,1,2678,72.5,1655
206,1,7,7,7,40,6,90,2,1723,96.25,2352
206,1,8,8,6,25,1,75,2,4244,50,2046
206,1,9,9,9,60,1,75,1,1870,87.5,1936
206,1,10,10,9,25,3,90,2,2519,82.5,1735
206,1,11,11,6,90,7,10,1,1643,91.25,1729
206,1,12,12,7,10,4,75,2,2465,62.5,1039
206,1,13,13,6,25,3,90,2,1536,68.75,1180
206,1,14,14,9,25,4,75,2,2148,60,1406
206,1,15,15,4,10,1,75,2,1676,50,606
206,1,16,16,9,60,7,10,1,2288,100,2017
206,1,17,17,7,40,9,25,1,3569,60,974
206,1,18,18,1,40,3,60,2,1972,100,1363
206,1,19,19,9,25,1,75,1,3292,50,645
206,1,20,20,1,75,3,90,2,1981,100,1114
206,1,21,21,9,25,3,60,1,2784,50,880
206,1,22,22,1,40,6,90,2,1232,100,1735
206,1,23,23,7,10,1,75,1,2681,52.5,1911
206,1,24,24,6,25,4,75,2,2148,55,1038
206,1,25,25,3,90,9,25,1,1707,58.75,645
206,1,26,26,6,90,4,10,1,2027,88.75,1376
206,1,27,27,3,90,1,75,1,1970,100,1181
206,2,1,28,4,10,1,40,1,4233,41.25,916
206,2,2,29,9,60,3,90,2,2166,43.75,1271
206,2,3,30,6,25,7,10,1,2883,60,686
206,2,4,31,7,10,6,90,2,1698,75,1306
206,2,5,32,3,90,9,60,2,2071,71.25,1934
206,2,6,33,7,10,9,60,2,2394,96.25,1125
206,2,7,34,4,75,3,60,1,1958,97.5,1064
206,2,8,35,3,90,7,10,1,1810,60,743
206,2,9,36,4,75,1,40,1,1333,65,1846
206,2,10,37,1,75,9,60,2,3586,86.25,1022
206,2,11,38,3,60,6,25,1,1228,61.25,890
206,2,12,39,1,75,7,10,1,2099,56.25,1265
206,2,13,40,4,10,3,90,2,1818,81.25,1320
206,2,14,41,4,75,6,90,2,1679,100,1238
206,2,15,42,9,60,4,75,1,1828,78.75,976
206,2,16,43,7,40,4,75,2,2130,66.25,1624
206,2,17,44,7,10,3,60,2,2824,62.5,695
206,2,18,45,9,60,6,25,1,1248,100,1587
206,2,19,46,1,75,4,10,1,1778,61.25,1604
206,2,20,47,6,90,7,40,1,1366,81.25,1169
206,2,21,48,9,60,6,90,2,2951,67.5,1739
206,2,22,49,1,40,3,90,2,1625,100,1580
206,2,23,50,6,25,3,60,2,2853,57.5,977
206,2,24,51,4,75,3,90,2,2198,67.5,1053
206,2,25,52,1,40,4,75,2,1949,100,1624
206,2,26,53,3,90,4,75,1,1110,75,1303
206,2,27,54,1,75,9,25,2,1994,60,708
206,3,1,55,3,60,9,25,1,3219,58.75,931
206,3,2,56,6,25,4,10,1,2717,100,1288
206,3,3,57,7,40,3,90,2,1889,58.75,830
206,3,4,58,9,25,7,10,1,1710,100,2404
206,3,5,59,3,60,4,75,2,1635,98.75,1152
206,3,6,60,3,60,1,40,1,1962,100,1116
206,3,7,61,3,90,6,25,1,1414,63.75,830
206,3,8,62,4,10,3,60,2,2438,80,1118
206,3,9,63,7,10,3,90,2,1274,61.25,825
206,3,10,64,3,60,4,10,1,1314,57.5,678
206,3,11,65,1,40,6,25,2,2597,36.25,1378
206,3,12,66,6,25,7,40,2,1970,100,1227
206,3,13,67,3,60,7,40,2,2468,50,717
206,3,14,68,4,75,7,40,1,3149,60,1377
206,3,15,69,4,10,6,90,2,1555,98.75,1156
206,3,16,70,1,40,9,60,2,1228,97.5,1106
206,3,17,71,9,60,1,40,1,1041,100,1202
206,3,18,72,1,40,4,10,1,3841,55,1653
206,3,19,73,3,90,4,10,1,1493,73.75,844
206,3,20,74,1,75,7,40,2,3392,62.5,1427
206,3,21,75,9,25,1,40,1,1584,62.5,1970
206,3,22,76,6,25,9,60,2,1215,100,1738
206,3,23,77,6,90,1,40,1,1376,100,1159
206,3,24,78,7,10,1,40,1,2182,50,515
206,3,25,79,9,25,4,10,1,2550,100,2325
206,3,26,80,3,90,1,40,1,2117,100,1314
206,3,27,81,7,40,4,10,1,1707,100,1273
206,4,1,82,6,90,4,75,1,1920,100,1236
206,4,2,83,9,25,6,90,2,2763,73.75,808
206,4,3,84,6,90,9,60,1,2340,71.25,773
206,4,4,85,4,10,9,25,2,1699,100,1218
206,4,5,86,6,90,3,60,1,1831,100,1139
206,4,6,87,1,75,6,90,2,1671,100,1147
206,4,7,88,4,10,6,25,2,1308,100,1108
206,4,8,89,4,10,7,40,2,2430,100,1141
206,4,9,90,7,40,6,25,1,2739,100,949
206,4,10,91,4,10,9,60,2,1414,100,1204
206,4,11,92,1,75,3,60,2,1763,58.75,653
206,4,12,93,6,25,1,40,1,2229,62.5,823
206,4,13,94,4,75,9,25,1,2819,71.25,1573
206,4,14,95,9,25,7,40,1,2469,56.25,650
206,4,15,96,3,90,7,40,1,1998,70,1122
206,4,16,97,7,40,9,60,2,3049,100,1561
206,4,17,98,4,75,9,60,2,2481,60,697
206,4,18,99,9,60,4,10,1,1177,100,1543
206,4,19,100,7,10,9,25,2,1273,100,1207
206,4,20,101,1,75,6,25,2,1937,60,631
206,4,21,102,9,60,7,40,1,1226,60,859
206,4,22,103,4,75,7,10,1,1816,66.25,845
206,4,23,104,7,40,1,75,1,2036,67.5,1417
206,4,24,105,7,40,3,60,2,1601,50,667
206,4,25,106,6,90,9,25,1,2100,81.25,1587
206,4,26,107,1,40,9,25,1,2632,41.25,1049
206,4,27,108,6,90,1,75,1,1530,96.25,1642
207,1,1,1,1,75,3,60,2,2898,62.5,1774
207,1,2,2,7,40,3,60,1,4522,42.5,1822
207,1,3,3,6,25,3,60,2,3418,63.75,1424
207,1,4,4,4,75,7,10,1,1810,78.75,1761
207,1,5,5,9,25,6,90,2,978,82.5,1842
207,1,6,6,7,40,6,90,2,888,91.25,1464
207,1,7,7,3,60,1,40,1,1412,93.75,1000
207,1,8,8,6,90,3,60,1,1722,100,1331
207,1,9,9,9,60,7,40,1,1304,90,1223
207,1,10,10,7,10,4,75,2,1426,72.5,1150
207,1,11,11,6,90,9,60,2,962,65,1406
207,1,12,12,4,75,6,90,2,1549,100,2159
207,1,13,13,1,40,4,75,2,1337,100,1544
207,1,14,14,7,10,6,25,2,1850,78.75,1121
207,1,15,15,3,90,7,40,1,2423,55,1932
207,1,16,16,3,90,7,10,1,2189,63.75,1507
207,1,17,17,9,25,3,90,2,2373,72.5,1112
207,1,18,18,7,40,4,75,2,1496,63.75,1122
207,1,19,19,7,40,3,90,2,5366,61.25,794
207,1,20,20,9,60,4,75,1,3067,46.25,2123
207,1,21,21,7,10,3,90,2,2854,80,1168
207,1,22,22,9,25,7,40,2,5251,53.75,1699
207,1,23,23,1,40,3,90,2,1697,100,1299
207,1,24,24,3,60,7,10,1,2014,60,956
207,1,25,25,4,10,3,90,2,2479,100,1321
207,1,26,26,3,60,6,25,1,6522,60,919
207,1,27,27,7,10,6,90,2,1052,100,1327
207,2,1,28,1,40,6,25,2,1993,40,1213
207,2,2,29,9,25,3,60,2,4923,62.5,888
207,2,3,30,6,90,1,75,1,1425,100,1477
207,2,4,31,1,75,3,90,2,1566,100,1279
207,2,5,32,3,90,4,75,2,1451,43.75,3952
207,2,6,33,3,90,9,60,2,4216,58.75,1142
207,2,7,34,9,60,6,90,2,1916,82.5,1004
207,2,8,35,1,75,9,25,1,3054,60,1637
207,2,9,36,7,10,9,25,2,2741,100,1349
207,2,10,37,9,25,4,10,1,2387,71.25,914
207,2,11,38,6,90,7,40,1,1927,87.5,1010
207,2,12,39,3,60,9,25,1,2438,66.25,2619
207,2,13,40,7,10,1,75,2,2559,55,4482
207,2,14,41,3,60,4,10,1,2734,81.25,1136
207,2,15,42,1,75,7,40,2,6369,35,1198
207,2,16,43,7,40,9,60,2,1501,100,1303
207,2,17,44,1,75,6,25,2,5973,62.5,1079
207,2,18,45,7,40,6,25,1,3500,100,1334
207,2,19,46,6,25,4,10,1,2260,100,1193
207,2,20,47,3,90,1,75,1,2000,100,1336
207,2,21,48,9,25,4,75,2,2104,65,1085
207,2,22,49,7,10,1,40,2,3813,66.25,909
207,2,23,50,3,90,9,25,1,3549,57.5,877
207,2,24,51,9,60,7,10,1,1877,100,1294
207,2,25,52,1,40,7,10,1,6635,66.25,1080
207,2,26,53,4,10,9,25,2,1559,100,1275
207,2,27,54,4,10,6,90,2,1150,100,1234
207,3,1,55,6,25,1,75,2,4770,46.25,1201
207,3,2,56,1,40,3,60,2,947,100,1146
207,3,3,57,7,10,9,60,2,1095,100,1240
207,3,4,58,3,60,6,90,2,1194,100,1206
207,3,5,59,3,60,7,40,2,2573,50,2046
207,3,6,60,6,25,3,90,2,2340,70,2601
207,3,7,61,1,40,9,60,2,1200,100,1317
207,3,8,62,1,40,9,25,2,4956,60,2026
207,3,9,63,4,10,7,40,2,5270,100,1310
207,3,10,64,1,40,4,10,1,7926,31.25,1423
207,3,11,65,6,90,4,75,1,1444,100,1267
207,3,12,66,9,60,1,40,1,2135,100,1269
207,3,13,67,9,25,7,10,1,4669,100,1178
207,3,14,68,6,25,9,60,2,1713,100,1106
207,3,15,69,6,90,9,25,1,1960,81.25,1280
207,3,16,70,4,10,3,60,2,2324,80,957
207,3,17,71,1,40,6,90,2,1134,100,1259
207,3,18,72,6,90,4,10,1,2549,100,1338
207,3,19,73,1,75,4,10,1,3312,63.75,861
207,3,20,74,4,75,3,90,2,7117,71.25,1219
207,3,21,75,4,75,9,25,1,5031,65,1533
207,3,22,76,4,75,7,40,1,1725,61.25,1246
207,3,23,77,9,25,1,40,1,2998,60,958
207,3,24,78,4,75,3,60,1,2115,98.75,1241
207,3,25,79,7,40,4,10,1,2044,100,1805
207,3,26,80,3,90,6,25,1,4978,50,782
207,3,27,81,7,40,9,25,1,6228,45,703
207,4,1,82,4,10,1,40,2,6986,41.25,782
207,4,2,83,4,10,1,75,2,4781,51.25,1710
207,4,3,84,7,40,1,75,2,5484,26.25,3521
207,4,4,85,9,60,1,75,1,1762,71.25,1315
207,4,5,86,6,90,1,40,1,1416,100,1422
207,4,6,87,3,90,1,40,1,3067,100,1359
207,4,7,88,1,75,6,90,2,1629,100,1516
207,4,8,89,4,75,9,60,2,1365,67.5,4314
207,4,9,90,1,75,7,10,1,6967,57.5,1032
207,4,10,91,6,25,7,40,2,3783,100,1427
207,4,11,92,7,10,3,60,2,5330,60,1066
207,4,12,93,9,60,4,10,1,1071,100,1280
207,4,13,94,3,60,4,75,2,2658,100,1299
207,4,14,95,3,60,1,75,1,2296,63.75,1042
207,4,15,96,9,60,3,90,1,3149,51.25,1590
207,4,16,97,9,25,1,75,1,3292,40,2179
207,4,17,98,6,25,7,10,1,1456,73.75,1255
207,4,18,99,6,90,7,10,1,1507,76.25,1505
207,4,19,100,4,10,6,25,2,2465,100,1449
207,4,20,101,4,75,6,25,1,6432,61.25,999
207,4,21,102,6,25,1,40,1,5666,50,698
207,4,22,103,4,75,1,40,1,2208,100,1331
207,4,23,104,9,60,6,25,1,2831,100,1367
207,4,24,105,4,10,9,60,2,1539,100,1431
207,4,25,106,1,75,9,60,2,1739,62.5,1783
207,4,26,107,6,25,4,75,2,2066,66.25,902
207,4,27,108,3,90,4,10,1,1740,57.5,1998
208,1,1,1,3,90,9,60,2,2802,78.75,1510
208,1,2,2,1,75,3,60,2,9811,83.75,1006
208,1,3,3,1,40,3,90,2,1307,100,1186
208,1,4,4,9,25,3,90,2,2184,97.5,2073
208,1,5,5,6,90,3,60,1,4344,100,1216
208,1,6,6,7,10,3,60,2,3945,100,881
208,1,7,7,3,60,1,40,1,1803,100,1109
208,1,8,8,7,10,4,75,2,1677,62.5,1251
208,1,9,9,9,25,1,75,1,2678,20,1310
208,1,10,10,4,75,3,90,2,2142,97.5,1208
208,1,11,11,9,25,1,40,1,2235,42.5,2216
208,1,12,12,6,25,4,10,1,2915,100,1204
208,1,13,13,7,40,3,60,2,2769,55,762
208,1,14,14,3,60,4,75,2,3080,82.5,1176
208,1,15,15,4,75,7,40,1,2611,83.75,1324
208,1,16,16,9,25,4,75,2,4377,77.5,1044
208,1,17,17,1,40,6,25,2,1959,58.75,667
208,1,18,18,6,25,7,10,1,5255,100,993
208,1,19,19,3,90,6,25,1,3233,91.25,1165
208,1,20,20,7,10,3,90,2,2405,63.75,1169
208,1,21,21,6,90,7,10,1,1618,100,976
208,1,22,22,6,90,9,60,1,2370,100,1060
208,1,23,23,3,60,7,40,2,3503,36.25,2386
208,1,24,24,4,75,1,40,1,5329,100,1252
208,1,25,25,1,40,6,90,2,3990,93.75,1312
208,1,26,26,7,10,1,75,1,4533,13.75,990
208,1,27,27,3,60,4,10,1,2539,91.25,830
208,2,1,28,4,10,6,25,2,2202,100,1641
208,2,2,29,1,40,4,10,2,10857,25,947
208,2,3,30,4,75,9,25,1,2895,81.25,1087
208,2,4,31,7,40,3,90,2,3860,82.5,867
208,2,5,32,3,90,1,75,1,2015,100,3555
208,2,6,33,9,25,4,10,1,1865,100,4708
208,2,7,34,6,25,9,60,2,6062,100,1773
208,2,8,35,3,90,4,10,1,4407,95,1231
208,2,9,36,7,40,6,90,2,1770,100,1744
208,2,10,37,3,90,4,75,1,7668,100,2131
208,2,11,38,9,60,7,40,1,4661,100,1836
208,2,12,39,9,60,1,75,1,3781,100,2298
208,2,13,40,7,10,6,25,2,4184,100,2372
208,2,14,41,3,60,1,75,2,5479,32.5,1811
208,2,15,42,1,40,9,25,2,2854,43.75,4355
208,2,16,43,1,75,4,10,1,3496,33.75,919
208,2,17,44,6,90,9,25,1,1967,100,1887
208,2,18,45,4,10,1,40,2,2261,57.5,868
208,2,19,46,7,10,6,90,2,3032,100,1581
208,2,20,47,9,60,3,90,2,5030,43.75,2464
208,2,21,48,9,60,7,10,1,1668,100,1176
208,2,22,49,6,90,4,10,1,2666,100,1516
208,2,23,50,9,25,7,10,1,2619,100,1185
208,2,24,51,7,10,1,40,1,3010,35,997
208,2,25,52,3,60,7,10,1,12565,56.25,728
208,2,26,53,4,75,3,60,1,1692,100,2292
208,2,27,54,3,60,6,90,2,1455,100,1675
208,3,1,55,1,40,9,60,2,2354,100,1152
208,3,2,56,9,60,6,90,2,7008,85,1008
208,3,3,57,3,90,1,40,1,1554,100,1166
208,3,4,58,1,40,7,10,2,2532,41.25,754
208,3,5,59,7,40,6,25,1,3111,100,1096
208,3,6,60,4,10,3,60,2,1675,100,962
208,3,7,61,1,75,7,10,2,10176,32.5,785
208,3,8,62,4,10,1,75,2,2082,81.25,1985
208,3,9,63,3,90,7,10,1,1580,100,1800
208,3,10,64,1,40,3,60,2,18344,100,1159
208,3,11,65,1,75,7,40,2,1958,86.25,941
208,3,12,66,6,90,1,75,1,1503,100,1184
208,3,13,67,1,75,3,90,2,1276,100,1069
208,3,14,68,9,60,1,40,1,1631,100,913
208,3,15,69,9,60,6,25,1,8479,100,843
208,3,16,70,6,25,1,75,1,4222,40,535
208,3,17,71,4,75,6,25,1,1899,81.25,887
208,3,18,72,4,10,3,90,2,1826,96.25,1092
208,3,19,73,6,25,4,75,2,4091,100,1871
208,3,20,74,7,40,4,75,2,2462,100,1437
208,3,21,75,6,25,7,40,2,3654,100,1507
208,3,22,76,7,40,9,60,2,1822,100,1263
208,3,23,77,9,25,7,40,2,4565,91.25,857
208,3,24,78,1,40,4,75,2,1595,100,1085
208,3,25,79,1,75,9,60,2,3350,81.25,2189
208,3,26,80,6,25,3,60,2,1656,58.75,521
208,3,27,81,3,90,9,25,1,5393,61.25,637
208,4,1,82,1,75,6,90,2,7434,100,1121
208,4,2,83,7,40,9,25,1,2763,82.5,819
208,4,3,84,3,60,6,25,1,2943,77.5,822
208,4,4,85,7,40,1,75,1,3541,40,575
208,4,5,86,4,10,9,60,2,1284,86.25,895
208,4,6,87,4,10,7,40,2,1605,96.25,1023
208,4,7,88,4,10,6,90,2,1228,81.25,1214
208,4,8,89,4,75,9,60,2,2650,58.75,1958
208,4,9,90,7,10,9,25,2,2941,100,974
208,4,10,91,6,25,3,90,2,2140,80,1040
208,4,11,92,7,10,9,60,2,1507,100,1105
208,4,12,93,4,75,6,90,2,1409,100,1076
208,4,13,94,6,90,7,40,1,5084,100,843
208,4,14,95,3,60,9,25,1,2632,56.25,514
208,4,15,96,6,90,1,40,1,1311,100,1056
208,4,16,97,7,40,4,10,1,2546,100,935
208,4,17,98,1,75,6,25,2,6083,8.75,673
208,4,18,99,9,25,6,90,2,2202,58.75,551
208,4,19,100,4,75,7,10,1,4098,98.75,945
208,4,20,101,9,25,3,60,2,1522,57.5,504
208,4,21,102,9,60,4,10,1,1594,100,1092
208,4,22,103,1,75,9,25,2,2182,21.25,554
208,4,23,104,6,90,4,75,1,1561,96.25,1065
208,4,24,105,3,90,7,40,1,4045,100,1179
208,4,25,106,9,60,4,75,1,3815,100,759
208,4,26,107,6,25,1,40,2,3393,33.75,527
208,4,27,108,4,10,9,25,2,1418,100,961
209,1,1,1,3,60,6,25,1,4846,71.25,1102
209,1,2,2,4,75,7,10,1,2683,77.5,957
209,1,3,3,4,10,3,90,2,4431,80,980
209,1,4,4,1,75,9,60,2,2326,87.5,1146
209,1,5,5,1,40,4,10,1,8090,35,2286
209,1,6,6,6,25,4,75,2,1196,82.5,1039
209,1,7,7,1,40,9,60,2,1404,80,916
209,1,8,8,9,25,4,75,2,2648,82.5,874
209,1,9,9,7,10,9,25,2,1816,58.75,653
209,1,10,10,6,90,9,25,1,1670,73.75,749
209,1,11,11,1,75,4,10,1,1599,50,452
209,1,12,12,1,75,6,25,1,2360,58.75,530
209,1,13,13,7,10,1,40,2,1305,62.5,1498
209,1,14,14,9,25,3,90,2,2841,81.25,900
209,1,15,15,4,75,3,90,2,7142,82.5,1445
209,1,16,16,9,25,3,60,2,2376,81.25,846
209,1,17,17,1,75,7,10,1,1084,80,919
209,1,18,18,3,60,9,25,1,1278,77.5,924
209,1,19,19,6,25,1,75,2,847,86.25,837
209,1,20,20,7,10,9,60,2,1143,73.75,706
209,1,21,21,7,10,1,75,2,1327,76.25,859
209,1,22,22,3,60,1,40,1,1609,75,877
209,1,23,23,6,25,4,10,1,1382,70,704
209,1,24,24,9,60,3,90,1,2188,72.5,883
209,1,25,25,3,90,9,25,1,1232,77.5,586
209,1,26,26,7,40,4,10,1,1977,53.75,542
209,1,27,27,9,60,6,90,2,3533,78.75,741
209,2,1,28,3,90,9,60,1,2205,56.25,564
209,2,2,29,3,90,1,40,1,1615,67.5,537
209,2,3,30,4,10,9,60,2,1026,63.75,573
209,2,4,31,6,90,3,60,1,1277,70,659
209,2,5,32,1,75,9,25,2,3818,13.75,1962
209,2,6,33,3,90,1,75,1,1714,92.5,839
209,2,7,34,4,75,9,25,1,2227,57.5,494
209,2,8,35,3,60,4,10,1,1182,58.75,469
209,2,9,36,9,60,4,75,1,5214,43.75,2353
209,2,10,37,7,40,9,25,1,1410,57.5,658
209,2,11,38,4,75,6,25,1,1753,78.75,767
209,2,12,39,1,75,3,90,2,965,86.25,820
209,2,13,40,6,25,9,60,2,2431,80,740
209,2,14,41,9,25,7,40,2,2495,58.75,526
209,2,15,42,9,60,1,75,1,2086,62.5,534
209,2,16,43,4,75,1,40,1,2012,63.75,557
209,2,17,44,7,40,6,90,2,2214,83.75,808
209,2,18,45,9,25,1,75,2,1324,62.5,510
209,2,19,46,1,40,7,10,1,5709,28.75,623
209,2,20,47,3,90,4,75,1,1173,68.75,661
209,2,21,48,6,90,1,40,1,807,57.5,477
209,2,22,49,3,60,7,10,1,1190,65,561
209,2,23,50,4,75,7,40,1,1227,37.5,658
209,2,24,51,7,40,9,60,2,914,67.5,703
209,2,25,52,1,75,7,40,2,2268,6.25,854
209,2,26,53,6,90,7,10,1,973,81.25,729
209,2,27,54,7,10,3,60,2,908,60,592
209,3,1,55,6,25,7,10,1,1077,58.75,682
209,3,2,56,3,90,6,25,1,928,65,573
209,3,3,57,6,90,9,60,1,2000,60,537
209,3,4,58,3,60,1,75,2,1386,62.5,531
209,3,5,59,7,40,3,60,2,976,60,506
209,3,6,60,6,90,7,40,1,770,72.5,783
209,3,7,61,3,60,6,90,2,764,86.25,869
209,3,8,62,3,60,7,40,1,3288,31.25,620
209,3,9,63,4,10,1,40,2,1368,40,1403
209,3,10,64,9,25,6,90,2,1071,87.5,1098
209,3,11,65,1,40,4,75,2,1282,80,837
209,3,12,66,7,10,6,90,2,751,50,231
209,3,13,67,6,25,3,90,2,4777,87.5,749
209,3,14,68,4,10,1,75,2,1150,37.5,550
209,3,15,69,6,90,4,10,1,1279,86.25,824
209,3,16,70,4,75,3,60,1,1315,40,1037
209,3,17,71,6,25,1,40,2,1188,7.5,896
209,3,18,72,4,75,6,90,2,1253,86.25,935
209,3,19,73,9,60,1,40,1,1255,100,782
209,3,20,74,7,40,3,90,2,973,57.5,460
209,3,21,75,9,25,7,10,1,1263,41.25,788
209,3,22,76,9,25,4,10,2,2295,6.25,1060
209,3,23,77,1,75,6,90,2,1711,85,792
209,3,24,78,7,10,6,25,2,1506,40,511
209,3,25,79,3,90,7,40,1,859,87.5,5570
209,3,26,80,1,40,9,25,2,976,38.75,524
209,3,27,81,1,75,3,60,2,2038,35,597
209,4,1,82,6,90,4,75,1,1637,68.75,657
209,4,2,83,7,40,1,75,2,2985,12.5,889
209,4,3,84,9,60,6,25,1,1227,67.5,691
209,4,4,85,7,10,4,75,2,839,80,860
209,4,5,86,4,10,7,40,2,2143,43.75,760
209,4,6,87,3,90,4,10,1,778,83.75,1559
209,4,7,88,7,10,3,90,2,837,75,2117
209,4,8,89,4,75,9,60,2,838,85,845
209,4,9,90,6,25,3,60,2,1396,60,587
209,4,10,91,7,40,4,75,2,1608,91.25,1013
209,4,11,92,1,40,3,90,2,1543,97.5,959
209,4,12,93,7,40,6,25,1,1204,67.5,596
209,4,13,94,4,10,6,25,2,1439,57.5,580
209,4,14,95,3,60,4,75,2,1384,70,654
209,4,15,96,6,25,7,40,2,2006,93.75,1031
209,4,16,97,1,40,3,60,2,1171,85,979
209,4,17,98,9,60,7,10,1,1887,97.5,1116
209,4,18,99,1,40,6,90,2,1935,86.25,952
209,4,19,100,6,90,1,75,1,1594,93.75,1009
209,4,20,101,4,10,6,90,2,1193,86.25,941
209,4,21,102,3,90,7,10,1,2327,83.75,863
209,4,22,103,9,60,4,10,1,1495,87.5,942
209,4,23,104,9,25,1,40,1,1747,12.5,772
209,4,24,105,9,60,7,40,1,1399,91.25,987
209,4,25,106,4,10,3,60,2,1864,66.25,570
209,4,26,107,1,40,6,25,2,1544,31.25,474
209,4,27,108,4,10,9,25,2,1480,57.5,521
210,1,1,1,3,60,4,10,1,1731,73.75,801
210,1,2,2,4,10,3,60,2,1673,60,829
210,1,3,3,9,25,4,75,1,2212,32.5,1745
210,1,4,4,9,25,6,90,2,1470,96.25,1261
210,1,5,5,1,75,6,90,2,1092,100,1426
210,1,6,6,1,40,4,10,1,3287,72.5,1012
210,1,7,7,9,60,1,40,1,1368,78.75,1144
210,1,8,8,3,90,7,10,1,2194,61.25,1009
210,1,9,9,3,90,6,25,1,1673,90,997
210,1,10,10,6,90,1,75,1,1382,98.75,1487
210,1,11,11,3,60,6,90,2,1121,90,1028
210,1,12,12,1,40,9,60,2,1406,82.5,1064
210,1,13,13,4,10,7,40,2,2090,93.75,1204
210,1,14,14,4,10,9,60,2,855,100,897
210,1,15,15,3,90,9,25,1,1481,61.25,1053
210,1,16,16,9,60,4,10,1,1356,75,728
210,1,17,17,4,75,7,10,2,2308,31.25,1008
210,1,18,18,7,10,9,25,2,2663,66.25,870
210,1,19,19,7,10,9,60,2,1181,78.75,954
210,1,20,20,7,10,3,60,2,992,82.5,1309
210,1,21,21,1,75,3,60,2,1759,88.75,955
210,1,22,22,6,25,1,75,1,2070,33.75,765
210,1,23,23,9,25,1,40,1,3591,70,969
210,1,24,24,3,90,1,40,1,746,72.5,714
210,1,25,25,4,10,6,90,2,604,98.75,1073
210,1,26,26,6,90,1,40,1,556,67.5,854
210,1,27,27,1,40,6,90,2,570,93.75,1178
210,2,1,28,9,25,4,10,1,1138,67.5,1003
210,2,2,29,4,75,6,90,2,1765,85,1287
210,2,3,30,4,75,1,40,1,1181,92.5,1021
210,2,4,31,7,10,3,90,2,632,86.25,1664
210,2,5,32,6,25,4,10,1,1458,50,0
210,2,6,33,9,60,7,10,1,1586,71.25,741
210,2,7,34,3,60,6,25,1,2152,87.5,1063
210,2,8,35,4,75,7,40,1,734,61.25,1177
210,2,9,36,1,40,6,25,1,2331,83.75,868
210,2,10,37,7,40,1,75,1,2191,37.5,763
210,2,11,38,4,75,6,25,1,2458,92.5,889
210,2,12,39,9,60,4,75,2,1056,81.25,1230
210,2,13,40,6,25,9,60,2,1680,72.5,649
210,2,14,41,7,40,6,90,2,1405,100,994
210,2,15,42,6,90,4,10,1,1018,100,1109
210,2,16,43,6,25,3,90,2,719,71.25,774
210,2,17,44,6,25,7,10,1,2263,66.25,1002
210,2,18,45,7,10,4,75,2,1654,90,729
210,2,19,46,6,90,9,60,1,1489,93.75,1147
210,2,20,47,1,75,4,10,2,2168,21.25,560
210,2,21,48,7,10,1,75,2,1136,96.25,1732
210,2,22,49,1,40,9,25,2,1904,67.5,625
210,2,23,50,9,60,7,40,1,2051,87.5,846
210,2,24,51,6,90,3,60,1,1038,92.5,889
210,2,25,52,9,25,1,75,2,1776,87.5,1228
210,2,26,53,6,25,7,40,2,1247,92.5,879
210,2,27,54,4,10,6,25,2,839,80,957
210,3,1,55,6,90,4,75,1,882,96.25,1362
210,3,2,56,6,25,4,75,2,1425,80,786
210,3,3,57,7,40,3,60,2,2224,38.75,1114
210,3,4,58,4,10,1,75,2,1752,66.25,726
210,3,5,59,6,90,7,40,1,974,85,969
210,3,6,60,9,25,7,40,2,2594,60,745
210,3,7,61,7,10,1,40,2,2532,61.25,700
210,3,8,62,6,25,1,40,1,2224,30,1176
210,3,9,63,9,25,3,90,2,1613,83.75,915
210,3,10,64,9,60,3,90,1,2584,61.25,855
210,3,11,65,3,60,7,10,1,3020,100,990
210,3,12,66,7,10,6,25,2,2672,65,644
210,3,13,67,1,75,9,25,2,3304,35,662
210,3,14,68,3,60,4,75,1,1478,63.75,833
210,3,15,69,1,75,3,90,2,883,100,1705
210,3,16,70,9,25,7,10,1,2856,71.25,647
210,3,17,71,4,75,3,90,2,1251,87.5,932
210,3,18,72,9,60,6,25,1,1484,96.25,1068
210,3,19,73,1,75,9,60,2,1648,68.75,906
